Name,Disc. Date,R.A.,Dec.,z,Type,Phot.,Spec.,Radio,X-ray
SDSS-II SN 6861,10/21/05,"23:17:43.680,23:17:43.68","-01:06:49.39,-01:06:48.708,-01:06:48.636,-01:06:48.528",0.191046,Ib/c,22,,,
SDSS-II SN 9194,10/21/05,"00:07:32.9568,00:07:32.9592,00:07:32.9472","-00:47:49.074,-00:47:49.0884,-00:47:49.4124",0.073431,Ib/c,16,,,
SDSS-II SN 8086,10/12/05,"02:08:20.736,02:08:20.712","+00:01:40.27,+00:01:40.05",0.051919,Ib/c,26,,,
SDSS-II SN 6813,10/12/05,"01:49:04.872,01:49:04.848","+00:03:26,+00:03:25.53,+00:03:25.15",0.286137,Ib/c,1,,,
SDSS-II SN 5339,10/2/05,27:14.9,"-00:18:07.614,-00:18:07.8264",0.138,Ib/c,22,,,
SDSS-II SN 6367,10/1/05,"20:25:37.92,20:25:37.68","-00:51:42.1848,-00:51:42.5484",,Ib/c,17,,,
SDSS-II SN 4808,10/1/05,"02:20:16.653,02:20:16.656","+00:24:41.18,+00:24:41.159,+00:24:40.903",0.34916,Ib/c,10,,,
SDSS-II SN 5247,10/1/05,"01:33:51.846,01:33:51.84,01:33:51.816","-00:55:25.04,-00:55:25.0428,-00:55:25.0464,-00:55:25.536",0.377309,Ib/c,2,,,
SN2005em,9/27/05,"03:13:47.74,03:13:47.712,03:13:47.736,03:13:47.71","-00:14:37.0,-00:14:36.96,-00:14:37.0284,-00:14:37.3344","0.02517,0.0252",Ic Pec,177,1,,
SDSS-II SN 4664,9/27/05,"03:45:04.464,03:45:04.416","-00:45:12.564,-00:45:12.7692",,Ib/c,44,,,
SN2005eo,9/27/05,"07:59:13.94,07:59:13.92","+32:55:19.7,+32:55:18.48","0.0173,0.017",Ia,33,9,,
SN2005gt,9/25/05,"02:04:03.84,02:04:03.8,02:04:03.816","-00:21:56.9,-00:21:57,-00:21:56.988,-00:21:56.9808,-00:21:57.3516,-00:21:57.0","0.273,0.334",Ia,28,,,
SN2005ek,9/24/05,05:49.0,+36:46:10.6,0.016551,Ic,54,9,,
SDSS-II SN 6520,9/21/05,"22:59:48.72,22:59:48.48","+00:11:08.52,+00:11:08.1924",0.109067,Ib/c,45,,,
SN2005im,9/21/05,"00:36:02.88,00:36:02.8704,00:36:02.81,00:36:02.8584,00:36:02.87","-00:50:06.0,+00:50:05.928,+00:50:06.7,+00:50:05.6616,+00:50:06.0",0.120282,Ib/c,10,,,
SN2005hm,9/15/05,"21:39:00.65,21:39:00.72","-01:01:38.7,-01:01:38.676,-01:01:38.64,-01:01:38.892",0.034782,Ib,67,,,
SN2005hl,9/12/05,"20:55:19.80,20:55:19.68,20:55:19.79","+00:32:34.5,+00:32:35,+00:32:34.73,+00:32:34.76,+00:32:34.415,+00:32:34.7",0.023181,Ib,48,,,
SN2005fk,9/12/05,"21:15:19.84,21:15:19.92,21:15:19.83","-00:22:58.6,-00:22:58.62,-00:22:58.5948,-00:22:58.7676",0.233613,Ic BL,13,,,
SDSS-II SN 1958,9/12/05,50:01.0,"+00:52:25.72,+00:52:25.414",0.3698,Ib/c,7,,,
SDSS-II SN 2234,9/3/05,"01:14:27.696,01:14:27.648","-00:50:59.0928,-00:50:59.1252",0.081665,Ib/c,14,,,
SN2005dg,8/5/05,07:46.2,-29:51:28.1,0.014,Ic,1,,,
SN2005da,7/18/05,37:46.9,+17:32:35.3,"0.015,0.015",Ic BL,29,4,0,
SN2005cz,7/17/05,37:27.9,+74:11:24.5,"0.0067,0.0067",Ib,1,1,0,
SN2005cy,7/15/05,"18:26:49.11,18:26:48.850,18:26:48.96,18:26:48.85","+51:08:30.4,+51:08:25.69,+51:08:25.8,+51:08:25.7",0.0331,II,15,1,,
SN2005ct,7/1/05,39:40.5,-14:14:16.6,"0.013,0.013",Ic,1,3,,
SN2005nc,5/30/05,"18:32:32.58,18:32:34.08","+26:20:22.6,+26:20:06","0.606,0.61,0.606,0.61",Ic,1,,,
SN2005ce,5/28/05,36:33.0,+25:45:35.0,0.024617,Ib/c,1,1,,
SN2005cb,5/13/05,11:22.0,-57:02:27.4,0.0105,Ic,1,1,,
SN2005by,5/2/05,45:46.9,+22:05:46.8,"0.027,0.027",II,66,1,,
SN2005bq,4/17/05,05:37.1,-39:12:04.4,0.014,Ic,1,,,
SN2005bj,4/11/05,49:44.7,+17:51:48.7,"0.022,0.022",Ic,73,1,,
SN2005bh,4/10/05,29:44.0,+22:07:39.1,"0.022,0.022",Ic,1,6,,
SN2005bf,4/5/05,"10:23:56.99,10:23:57.27","-03:11:29.3,-03:11:28.6",0.018913,Ib,788,36,0,
SN2005bk,4/2/05,02:17.0,"+42:54:55.3,+42:54:55.44","0.02445,0.025",Ic,1,1,,
SN2005az,3/28/05,05:47.0,+27:44:08.4,0.0085,Ic,159,22,,
SN2005br,3/28/05,09:13.1,-63:17:05.6,0.0103,Ib,1,1,,
SN2005aw,3/24/05,15:17.4,-54:08:24.9,0.0095,Ic,117,,,
SN2005ar,3/10/05,15:19.0,-03:46:18.5,0.025,Ib,1,3,,
SN2005at,3/5/05,"19:09:53.57,19:09:53.62","-63:49:22.8,-63:49:24.1",0.0028,Ic,112,,,
SN2005aj,2/18/05,58:48.9,+75:45:13.8,0.0085,Ic,1,1,,
SN2005ae,2/1/05,58:15.8,-49:51:19.9,0.0037,Ib,1,1,,
SN2005U,1/30/05,"11:28:33.22,11:28:33.13","+58:33:42.5,+58:33:41.3","0.01,0.01",IIb,1,4,,
SN2005V,1/30/05,18:38.3,+78:21:28.8,0.002979,Ib/c,1,1,,
SN2005N,1/19/05,04:02.6,-14:37:48.8,0.0163,Ib/c,1,1,,
SN2005O,1/16/05,"10:42:18.32,10:42:18.24","-00:22:41.2,-00:22:41.16","0.01814,0.019",Ib,1,3,,
SN2005E,1/13/05,39:14.3,+01:05:55.0,0.008986,Ib (Ca rich),28,5,0,
SN2005D,1/13/05,26:57.4,+20:22:53.4,"0.028,0.028",IIb,1,1,,
SN2005C,1/11/05,15:29.4,+60:45:05.5,0.046,Ib,1,1,,
SN2004gv,12/13/04,13:37.4,-00:43:05.8,"0.02,0.02",Ib,153,6,,
SN2004gt,12/12/04,01:50.4,-18:52:12.7,0.005477,Ic,244,16,,
SN2004gq,12/11/04,"05:12:04.81,05:12:04.867","-15:40:54.2,-15:40:53.65",0.006468,Ib,299,30,1,
SN2004gn,12/1/04,34:12.1,+02:39:34.4,0.0058,Ib,1,2,,
SN2004gk,11/25/04,25:33.2,+12:15:39.9,-0.00055,Ic,274,37,0,
SN2004gj,11/23/04,30:59.6,+20:28:06.8,0.021,IIb,1,1,,
SN2004ge,11/18/04,50:00.1,+25:38:02.0,0.016,Ic,19,2,,
SN2004fe,10/30/04,30:11.3,+02:05:23.5,"0.018,0.018",Ic,169,12,,
SN2004ff,10/30/04,58:46.2,-21:34:12.0,0.023,IIb,138,3,,
SN2004fq,10/13/04,"23:27:45.64,23:27:45.638","-08:31:12.8,-08:31:12.77,-08:31:12.785",0.1462,Ic,1,1,,
SN2004ex,10/11/04,38:10.2,+02:43:17.2,0.018,IIb,190,2,,
SN2004ib,10/10/04,"02:40:56.40,02:40:56.4","-00:10:48.3,-00:10:48.36","0.05621,0.056",Ic,1,,,
SN2004ew,10/8/04,05:06.2,-55:06:31.6,0.022,Ib,110,,,
SN2004eu,10/6/04,20:34.9,+41:34:18.5,0.022,Ic,1,8,,
SN2004eh,9/8/04,26:11.8,+27:36:24.1,0.033,Ib,1,1,0,
SN2004dx,8/19/04,18:06.2,+39:49:24.9,0.03,Ic,1,1,0,
SN2004dn,8/2/04,35:37.3,+37:37:54.2,0.0126,Ic,105,8,,
SN2004dk,7/30/04,21:48.9,-02:16:17.3,"0.0052,0.0052",Ib,87,10,,
SN2004dm,7/14/04,43:21.4,-40:19:46.7,"0.225,0.23,0.225",Ib,1,,,
SN2004dc,6/29/04,41:18.5,+04:01:06.3,0.021,Ic,1,1,,
SN2004cc,6/10/04,"12:36:34.40,12:36:34.32","+11:14:32.8,+11:14:32.64",0.007522,Ib,1,3,,
SN2004bu,5/18/04,54:52.0,+21:07:11.0,0.019,Ic,1,4,,
SN2004bs,5/16/04,39:39.3,+25:19:19.9,0.017225,Ib,1,1,,
SN2004cf,5/14/04,11:05.8,-11:44:09.4,"0.247,0.25,0.247",Ib/c,1,,,
SN2004bm,4/25/04,52:35.3,+22:56:05.5,0.00419,Ic,4,1,,
SN2004bi,4/13/04,47:37.4,+26:18:12.0,"0.022,0.022",IIb,1,7,,
SN2004bf,4/7/04,49:15.5,+35:15:12.5,"0.017,0.017",Ib,1,5,,
SN2004ax,3/21/04,24:46.8,+68:43:56.3,"0.022,0.022",Ib/Ic (Ca rich?)?,1,3,,
SN2004aw,3/19/04,57:50.2,+25:15:55.1,0.016,Ic,259,40,,
SN2004ao,3/7/04,28:09.3,+07:24:55.5,0.005641,Ib,106,38,,
SN2004af,2/18/04,38:03.9,-23:59:00.2,"0.056,0.056",Ic,1,,,
SN2004ai,2/18/04,54:26.1,-12:41:15.9,"0.59,0.59",Ic,1,,,
SN2004C,1/12/04,"11:27:29.72,11:27:29.76","+56:52:48.2,+56:52:48.36","0.0057,0.0057",IIb,10,9,,
SN2003lw,12/15/03,"08:02:30.1,08:02:30.2,08:02:30.238,08:02:30.20","-39:51:03,-39:51:03.19,-39:51:03.0",0.1055,Ic BL,1,2,,
SN2003ki,11/28/03,51:33.2,+63:55:51.6,"0.025,0.025",IIb,1,3,,
SN2003kb,11/18/03,16:12.6,+57:03:12.9,"0.017,0.017",Ic,1,5,,
SN2003jd,10/25/03,21:03.4,-04:53:45.5,0.019,Ic BL,61,28,,
SN2003jg,10/24/03,"09:45:38.40,09:45:37.91","-31:11:19.9,-31:11:21.0",0.0036,Ic,1,2,,
SN2003jp,10/22/03,"23:26:03.28,23:26:03.288,23:26:03.281","-08:59:22.7,-08:59:22.79,-08:59:22.829",0.0829,Ic,1,1,,
SN2003is,10/14/03,21:08.0,+43:19:35.4,"0.018,0.018",Ib,1,3,,
SN2003ig,9/22/03,09:43.5,+37:00:45.8,0.019,Ic,1,1,,
SN2003id,9/16/03,21:35.7,-05:31:51.0,"0.0076,0.0076",Ic Pec,81,2,,
SN2003ih,9/15/03,43:57.7,"+39:17:43.9,+39:17:43.2",0.017,Ic,1,1,,
SN2003hp,8/25/03,"17:40:18.69,17:40:18.698","+51:01:41.3,+51:01:41.39",0.021,Ic BL,1,1,,
SN2003gu,8/3/03,02:59.5,+34:43:19.6,0.019,IIb,1,4,,
SN2003gk,7/1/03,"23:01:42.99,23:01:42.998","+02:16:08.7,+02:16:08.79","0.011,0.011",Ib,1,5,3,
SN2003gf,6/24/03,13:40.9,-21:44:03.3,"0.0087,0.0087",Ic,1,7,,
SN2003fc,6/5/03,"20:08:22.08,20:08:22.088","-17:36:30.5,-17:36:30.59","0.035,0.035",Ic,1,1,,
SN2003ev,6/1/03,"13:10:31.80,13:10:31.808","-21:39:49.6,-21:39:49.69","0.024,0.024",Ic,1,1,,
SN2003el,5/22/03,"13:09:46.20,13:09:46.208","+28:54:21.6,+28:54:21.69","0.019,0.019",Ic,1,7,,
SN2003ed,5/3/03,"13:47:45.36,13:47:45.38,13:47:45.398","+38:18:20.3,+38:18:20.2,+38:18:21.09","0.0045,0.0045",IIb,1,8,,
SN2003ds,4/14/03,"10:18:58.35,10:18:58.32,10:18:58.358","+46:27:15.5,+46:27:15.48,+46:27:15.59","0.02993,0.03",Ic,1,1,,
SN2003dr,4/13/03,"14:38:11.13,14:38:11.138","+46:38:03.4,+46:38:03.49",0.00749,IIb/Ib/Ic (Ca rich),1,1,0,
SN2003dg,4/8/03,"11:57:31.97,11:57:31.92,11:57:31.978","-01:15:13.6,-01:15:13.68,-01:15:13.69","0.0184,0.018",Ib/Ic (Ca rich),1,1,0,
SN2003dh,3/31/03,44:50.0,+21:31:18.15,0.1685,Ic BL,2781,16,,
SN2003cv,3/31/03,"11:17:48.36,11:17:48.48,11:17:48.368","+19:09:08.5,+19:09:08.64,+19:09:08.59","0.02888,0.02999",IIb,24,,,
SN2003cr,3/31/03,"14:58:35.53,14:58:35.538","+44:53:06.4,+44:53:06.49","0.036,0.036",Ic,2,3,,
SN2003bu,3/11/03,"14:00:31.45,14:00:31.458","-28:52:32.7,-28:52:32.79",0.02,Ic,2,,,
SN2003bp,3/6/03,"08:27:27.81,08:27:27.828","+17:17:14.5,+17:17:14.59","0.02,0.02",Ib,5,4,,
SN2003bm,3/2/03,"08:07:22.87,08:07:22.878","+40:23:44.3,+40:23:44.39","0.026,0.026",Ic,3,2,,
SN2003bg,2/25/03,"04:10:59.42,04:10:59.424,04:10:59.428","-31:24:50.3,-31:24:50.4,-31:24:50.39","0.00456,0.00436",IIb,73,14,,
SN2003aa,1/31/03,"10:46:36.82,10:46:36.828","+13:45:32.2,+13:45:32.29","0.01,0.01",Ic,1,5,0,
SN2003L,1/12/03,"11:03:12.33,11:03:12.24,11:03:12.328","+11:04:38.3,+11:04:37.92,+11:04:38.09","0.02119,0.02119",Ib,8,5,,
SN2003I,1/9/03,"09:27:29.48,09:27:29.52,09:27:29.488","+03:55:45.6,+03:55:45.48,+03:55:45.69","0.01778,0.01778",Ib,2,3,,
SN2003H,1/8/03,"06:16:25.68,06:16:25.688","-21:22:23.8,-21:22:23.89","0.0092,0.0092",Ib/Ic (Ca rich),2,3,0,
SN2003ac,1/7/03,"12:21:47.35,12:21:47.358","+25:52:33.1,+25:52:33.19",0.023,II,1,,,
SN2003A,1/3/03,"10:48:33.86,10:48:33.868","+66:22:29.4,+66:22:29.49","0.022,0.023,0.022",Ib,1,2,,
SN2002jz,12/23/02,13:12.5,+13:25:07.3,0.00516,Ib,8,3,,
SN2002lt,12/11/02,"08:08:59.858,08:08:59.86","+06:43:37.52,+06:43:37.5","1.006,1,0.8",Ic,1,,,
SN2002jv,12/6/02,"02:04:34.82,02:04:34.815","-03:51:57.9,-03:51:57.919",0.2203,Ib,1,3,,
SN2002jj,12/3/02,39:29.6,-13:06:55.8,"0.014,0.014",Ic/Ic-BL,4,3,,
SN2002ji,11/30/02,22:53.1,+16:35:10.0,0.0048,Ib,1,14,,
SN2002jp,11/23/02,37:26.5,-25:21:35.2,"0.012,0.012",Ic,1,2,,
SN2002hz,11/16/02,27:49.5,+38:35:09.5,0.018,IIb,2,1,,
SN2002hy,11/12/02,54:39.2,-21:03:41.2,0.0127,Ib,4,2,,
SN2002ho,11/5/02,"12:15:17.97,12:15:18.01","+65:58:55.1,+65:58:54.8",0.0091,Ic,5,1,,
SN2002hn,11/5/02,"08:10:14.95,08:10:14.88","+33:57:19.4,+33:57:19.44","0.01751,0.018",Ic,3,3,,
SN2002hf,10/29/02,57:47.7,-27:30:21.5,"0.019,0.019",Ic,4,5,,
SN2002if,10/29/02,50:04.5,+00:00:26.4,"0.321,0.32,0.321",Ic,1,,,
SN2002gy,10/16/02,22:36.4,+09:28:22.0,0.024,Ic BL,1,1,,
SN2002gz,10/15/02,34:10.4,-00:53:18.2,"0.085,0.085",Ic,2,1,,
SN2002ex,8/19/02,09:00.8,-10:36:25.8,"0.038,0.038",Ic,4,1,,
SN2002eg,7/26/02,49:47.2,+50:41:53.6,0.026,IIb,9,3,,
SN2002dz,7/16/02,13:34.1,-05:05:45.7,0.018,Ib,2,1,,
SN2002dt,6/26/02,"16:03:47.31,16:03:47.30","-22:44:19.4,-22:44:19.5",-0.00031,Ib/c,3,,,
SN2002dn,6/15/02,54:22.5,+15:09:42.2,0.025,Ic,2,,,
SN2002dg,5/31/02,57:16.3,+05:54:00.6,0.0467,Ib,2,1,,
SN2002cw,5/16/02,46:02.4,+32:17:03.2,0.015,Ib,2,,,
SN2002fh,5/9/02,25:46.6,+27:34:21.1,"0.33,0.33",Ic,1,,,
SN2002cp,4/28/02,59:36.0,+35:23:57.4,"0.017,0.017",Ic,3,7,,
SN2002cj,4/21/02,21:20.7,-19:51:27.3,"0.023,0.023",Ic,6,2,,
SN2002cg,4/13/02,29:00.5,"+41:17:00.4,+41:17:00.24","0.03189,0.03189",Ic,2,2,,
SN2002cl,4/7/02,44:09.9,-00:12:57.8,"0.072,0.072",Ic,1,,,
SN2002bm,3/6/02,30:16.9,-08:23:34.8,"0.018,0.018",Ic,1,2,,
SN2002bl,3/2/02,12:17.3,+27:51:52.4,"0.016,0.016",Ic BL,8,4,,
SN2002au,2/8/02,34:37.6,+05:50:15.7,"0.018,0.018",IIb,6,3,,
SN2002ap,1/29/02,36:23.9,+15:45:13.2,0.002108,Ic BL,1781,39,,
SN2002ao,1/25/02,"14:29:35.74,14:29:35.76",-00:00:55.8,0.005134,Ic,1,9,,
SN2002J,1/21/02,54:38.4,-21:03:53.6,0.01249,Ic,1,2,,
SN2001is,12/22/01,"05:42:09.07,05:42:09.12,05:42:09.16","+69:21:54.8,+69:21:54.5","0.013,0.013",Ib,7,3,,
SN2001ii,12/11/01,42:05.4,+36:48:05.4,0.036,Ic,2,1,,
SN2001ig,12/10/01,57:30.7,-41:02:25.9,0.0031,IIb,47,15,,
SN2001ih,12/10/01,05:45.0,+34:45:04.0,0.025,Ib,3,1,,
SN2001gd,11/24/01,"13:13:23.89,13:13:23.92","+36:38:17.7,+36:38:18.2",0.0029,IIb,22,6,,
SN2001im,11/21/01,"02:04:16.80,02:04:16.8","+00:39:11.0,+00:39:11.2","0.07501,0.075",II,1,,,
SN2001fw,11/11/01,38:10.4,+30:50:54.6,"0.03,0.03",Ic,1,3,,
SN2001fx,11/8/01,39:32.7,-22:24:46.3,0.0266,Ib,1,1,,
SN2001em,9/20/01,"21:42:23.6093,21:42:23.76,21:42:23.66","+12:29:50.300,+12:29:51,+12:29:50.9","0.01951,0.02",Ib,5,3,7,
SN2001ej,9/17/01,23:43.2,+33:26:38.0,0.013,Ib,36,11,,
SN2001eq,9/12/01,04:56.8,+19:33:04.8,0.025,Ib,5,1,,
SN2001ef,9/9/01,44:28.6,+75:38:30.3,"0.0083,0.0083",Ic,4,4,,
SN2001eg,8/29/01,"07:31:05.91,07:31:05.99","+59:28:38.8,+59:28:38.3",0.0127,Ia,3,1,,
SN2001dq,8/14/01,35:11.0,+46:12:50.5,0.031,Ic,5,1,,
SN2001co,6/11/01,19:11.8,+24:47:42.9,0.017,Ib/Ic (Ca rich),1,4,,
SN2001ch,5/28/01,25:59.2,-03:48:46.8,"0.0098,0.0098",Ic,9,1,,
SN2001cf,5/26/01,02:31.6,+41:02:58.9,"0.02,0.02",IIb,3,1,,
SN2001bb,4/29/01,43:25.3,-29:48:13.1,0.015521,Ic,1,2,,
SN2001ci,4/25/01,"10:01:57.33,10:01:57.21","+55:41:14.6,+55:41:14.0","0.0037,0.0037",Ic,13,3,,
SN2001gl,4/15/01,01:16.6,+05:12:48.9,"0.36,0.36",Ib/c,1,,,
SN2001ai,3/28/01,"13:41:39.35,13:41:39.36,13:41:39.37","+55:40:05.1,+55:40:05.16,+55:40:05.8","0.02597,0.025",Ib,7,2,,
SN2001ad,3/11/01,"17:24:02.45,17:24:02.4,17:24:02.40","+58:59:52.2,+58:59:52.08,+58:59:52.0","0.01103,0.01103",II,1,3,,
SN2001M,1/21/01,24:31.5,-21:47:40.6,"0.012,0.012",Ic,4,5,,
SN2001B,1/3/01,"04:57:19.24,04:57:19.31","+78:11:16.5,+78:11:16.6","0.0052,0.0052",Ib,41,10,,
SN2000fn,12/17/00,06:57.8,+08:00:19.3,0.015,Ib,1,1,,
SN2000ew,11/28/00,"11:40:58.52,11:40:58.60","+11:27:55.9,+11:27:55.8","0.0033,0.0035",Ib,10,2,,
SN2000er,11/23/00,24:32.5,-58:26:18.0,"0.031,0.031",Ibn,10,5,,
SN2000dv,10/17/00,56:43.4,+52:06:13.2,0.013,Ib,1,1,,
SN2000dt,10/13/00,10:54.7,"+62:01:27.2,+62:01:27.4","0.023,0.023",Ib,1,6,,
SN2000ds,10/10/00,"09:11:36.24,09:11:36.28","+60:01:42.2,+60:01:43.3",0.0047,IIb/Ib/Ic (Ca rich),1,1,0,
SN2000de,8/10/00,"12:25:12.17,12:25:12.24,12:25:12.20","+54:30:28.7,+54:30:29.16,+54:30:29.5","0.00833,0.0083",Ib,5,,,
SN2000cr,6/25/00,58:38.4,"+37:26:12.4,+37:26:12.9","0.012,0.011,0.012",Ic,1,7,,
SN2000S,2/28/00,34:55.9,-06:28:26.0,0.029,Ic,1,,,
SN2000H,2/2/00,51:07.7,+12:55:18.5,"0.013,0.014",IIb,1,13,,
SN2000F,1/29/00,"03:12:52.69,03:12:52.71","+04:42:34.8,+04:42:34.4",0.0195,Ic,13,2,,
SN2000C,1/8/00,"07:36:57.09,07:36:57.11,07:36:56.99","+35:14:38.8,+35:14:39.0,+35:14:37.2","0.013,0.012,0.013",Ic,1,3,,
SN1999ex,11/9/99,16:07.3,-36:50:53.7,0.0114,Ib,630,9,,
SN1999eh,10/12/99,"09:09:32.67,09:09:32.64","+33:07:16.9,+33:07:16.68","0.00645,0.00645",Ib,1,1,,
SN1999ec,10/2/99,"06:16:16.16,06:16:16.18","-21:22:09.8,-21:22:10.1",0.0092,Ia/c,1,2,,
SN1999dn,8/19/99,"23:36:14.70,23:36:14.81","+02:09:08.8,+02:09:08.4",0.009366,Ib,1,18,,
SN1999di,8/8/99,59:54.9,+23:38:22.7,"0.016,0.016",Ib,1,6,,
SN1999cq,6/25/99,32:07.1,+37:36:44.3,0.026,Ib/c,14,4,,
SN1999cz,6/21/99,19:48.5,-27:24:04.5,0.0072,Ic,1,,,
SN1999cn,6/14/99,"15:06:45.4,15:06:46.26,15:06:46.6,15:06:46.27","+12:51:37,+12:51:09.5,+12:51:29.0",0.0217,Ic,1,1,,
SN1999bz,5/1/99,01:46.8,+68:52:46.5,0.0845,Ic,2,3,,
SN1999bw,4/20/99,"10:19:46.81,10:19:46.8","+45:31:35.0,+45:31:35.04",0.00222,IIn?,15,2,,
SN1999bv,4/19/99,22:40.7,+60:00:12.9,0.01866,Ia,1,3,,
SN1999bu,4/16/99,39:42.5,+31:54:29.1,0.008933,Ic,1,1,,
SN1999ay,3/21/99,"14:44:43.86,14:44:43.92","+58:55:42.3,+58:55:42.24","0.04379,0.044",II,1,1,,
SN1999al,2/21/99,10:25.7,-07:26:37.0,"0.065,0.065",Ic,1,,,
SN1999bc,2/19/99,28:31.1,+17:28:15.4,"0.021,0.022",Ic,1,,,
SN1999as,2/18/99,16:30.9,+13:39:02.2,"0.127,0.13",Ic,1,,,
SN1999ah,2/13/99,09:37.2,-06:18:34.3,"0.08,0.08",Ic,1,,,
SN1999P,1/13/99,44:08.7,-00:49:04.5,"0.06,0.06",Ib/c,1,4,,
SN1998fa,12/25/98,42:51.5,+41:25:18.9,"0.025,0.025",IIb,1,17,,
SN1998ey,12/5/98,30:00.7,+26:43:21.4,"0.016,0.016",Ic,1,6,,
SN1998dt,9/1/98,"02:28:35.75,02:28:35.72,02:28:35.729","-10:33:00.4,-10:32:59.8",0.0153,Ib,1,11,,
SN1998cv,6/24/98,09:46.3,-49:47:43.0,"0.027,0.027",Ic,1,,,
SN1998cc,5/15/98,29:19.3,+17:02:42.4,0.0136,Ib,4,1,,
SN1998bw,4/28/98,"19:35:03.17,19:35:03.31,19:27:38.4","-52:50:46.1,-52:50:46.65,-53:06:36","0.0085,0.0085,0.0085",Ic BL,527,30,,
SN1998bo,4/22/98,57:22.6,-55:08:18.4,"0.016,0.016",Ic,1,,,
SN1998T,3/3/98,"11:28:33.14,11:28:33.16","+58:33:44.0,+58:33:43.7",0.01,Ib,17,4,,
SN1997ew,12/28/97,24:25.1,+03:49:08.0,0.59,II/Ic,1,,,
SN1997ei,12/23/97,"11:54:59.98,11:55:00","+58:29:26.4,+58:29:26.52,+58:29:26.42","0.01063,0.011",Ic,11,4,,
SN1997ef,11/25/97,"07:57:02.87,07:57:02.88,07:57:02.82","+49:33:41.3,+49:33:40.32,+49:33:40.2","0.01168,0.012",Ic BL,73,37,,
SN1997dq,11/2/97,40:55.9,+11:28:45.7,0.003196,Ic,1,17,,
SN1997dh,10/20/97,45:17.2,-44:56:45.1,0.05,Ic,1,,,
SN1997dd,8/20/97,"16:05:46.33,16:05:46.32","+21:29:14.2,+21:29:14.3",0.015,IIb,1,2,,
SN1997dc,8/5/97,28:28.4,+22:25:23.0,0.012,Ib,1,2,,
SN1997X,2/1/97,"12:48:14.28,12:48:14.4","-03:19:58.5,-03:19:59.16","0.00372,0.0037,0.0036",Ib,20,8,,
SN1997B,1/13/97,"05:53:01.99,05:53:02.97,05:53:01.95","-17:51:55.4,-17:52:23.5,-17:51:55.7",0.0097,Ic,1,4,,
SN1997C,1/13/97,13:56.2,+38:49:00.5,0.023,Ia,1,2,,
SN1996cd,12/16/96,57:20.7,+11:12:23.7,"0.048,0.048",Ib/c,1,,,
SN1996cb,12/15/96,03:42.0,+28:54:13.7,"0.0024,0.0026,0.00086",IIb,126,29,,
SN1996bx,11/18/96,"03:59:16.42,03:59:16.45","-53:22:25.6,-53:22:26.3",0.058,Ia,20,,,
SN1996at,9/15/96,08:17.6,-00:58:25.5,0.09,Ic,1,,,
SN1996aq,8/17/96,"14:22:22.72,14:22:22.8,14:22:22.73","-00:23:23.8,-00:23:24,-00:23:24.3","0.00553,0.0055,0.0056",Ic,1,3,,
SN1996N,3/12/96,"03:38:55.37,03:38:55.31","-26:20:04.0,-26:20:04.1",0.0047,Ib,13,,,
SN1996D,2/9/96,34:00.3,"-08:34:44.0,-08:34:43.98",0.0151,Ic,1,1,,
SN1995F,2/14/95,04:57.4,+59:55:58.7,0.0051,Ib,6,13,,
SN1994ai,12/20/94,23:06.2,"-21:14:09.3,-21:13:58.3",0.0057,Ic,1,1,,
SN1994I,4/2/94,"13:29:54.072,13:29:54.01,13:29:54.07","+47:11:30.50,+47:11:31.7,+47:11:30.5","0.00156,0.00188",Ic,365,43,,
SN1993P,5/18/93,"13:29:25.86,13:29:25.8,13:29:25.80","-30:24:47.6,-30:24:47,-30:24:47.0",0.048,Ic,1,,,
SN1993J,3/28/93,55:24.8,+69:01:13.702,-0.000113,IIb,1838,100,,
SN1992ar,7/27/92,"23:17:28.40,23:17:30.00","-44:38:53.8,-44:38:53.81,-44:39:00.0","0.145,0.14",Ic,22,,,
SN1992bu,3/9/92,"11:28:31.5,11:28:31.4,11:28:31.50,11:28:31.40","+58:33:38,+58:33:39.0,+58:33:38.0",0.01,Ib/c?,1,,,
SN1991K,12/15/91,"09:20:30.37,09:20:30.44,09:20:30.46","-16:30:01.9,-16:30:02.39,-16:30:01.8,-16:30:02.4","0.017,0.017",Ia,1,6,,
SN1991ar,9/2/91,"00:43:56.71,00:43:56.68,00:43:56.72","+01:51:13.5,+01:51:13.54,+01:51:13.4",0.015,Ib,1,3,,
SN1991R,4/9/91,"15:54:53.47,15:54:53.53","+19:00:43.7,+19:00:43.68,+19:00:43.9",0.035,Ib/c,1,,,
SN1991N,3/29/91,"10:38:46.38,10:38:46.37","+53:30:05.0,+53:30:04.74,+53:30:04.7",0.0033,Ic,12,9,,
SN1991L,2/24/91,"16:41:14.99,16:41:15.12,16:41:14.96,16:41:15.03","+39:17:32.0,+39:17:32.64,+39:17:32.44,+39:17:32.6,+39:17:32.4","0.03054,0.031",Ib/c,1,2,,
SN1991D,2/6/91,"13:41:13.58,13:41:13.60,13:41:13.6","-14:38:47.6,-14:38:47.0,-14:38:48.0",0.042,Ib,18,5,,
SN1991A,1/1/91,"11:53:52,11:53:53.0,11:53:53.21","+33:21.7,+33:21:44.0,+33:21:45.2",0.011,Ic,1,12,,
SN1990aj,12/18/90,"04:42:15.30,04:42:15.31","-20:25:17.9,-20:25:18.0",0.005344,Ia/c,1,4,,
